Id,SalePrice
2120,150867.26843211727
1674,182881.42585730323
256,132490.58108577217
2361,89076.24673631586
978,79758.61272213448
2280,154956.67943766908
2095,218163.53687324267
1709,321572.6105709132
2801,242587.49227971476
1246,99778.11349839161
2373,109810.16302157167
1055,280184.63083883433
2017,109086.88331304505
1099,268956.8442830789
1344,73264.80469330269
835,181875.91064290938
1117,224800.7453476958
2043,79443.54916536328
2085,123539.06974898747
410,152742.4816654858
2650,101436.4452299317
2867,157978.7198310352
1668,115622.07018507438
1161,167827.67035527652
2122,166929.34504164694
2539,135493.91244841853
1047,146204.44213124484
1445,117689.4018632512
541,132565.4559719877
569,225009.75797896754
1276,101981.74914724156
918,137212.29751025644
326,175486.20606975045
1936,112913.95566762562
895,92549.30966866916
257,142681.85613586826
1241,194062.9827031234
1545,111019.45091118573
1189,177569.0202767471
270,156445.26610907805
2066,214581.7601480415
693,100795.86115076128
1259,164601.47681035844
2916,142640.0500883377
2321,264572.37750677706
1977,116286.06011530277
1895,147146.77416173115
1240,163361.71818308943
85,147312.682230046
1823,131939.1062875898
825,282302.69162536215
110,226370.84550816458
697,108891.29392509579
2297,98894.26255516146
1231,134654.83381392
1355,129532.92304089459
968,376189.18579679786
584,217882.4260130809
1315,117480.0218179452
1606,156100.69433596774
206,96593.00167878662
1685,393423.5083984629
2016,138851.53261474674
869,204585.58254293716
2135,125040.82437477002
2346,182342.02628437217
2430,240491.9806411762
2198,70108.22113543437
2652,115425.52010515766
27,121577.21851115473
241,165021.79568758592
906,131910.7090709535
1506,120169.59036811456
2098,319546.39928309026
1435,224960.64797787138
2213,115490.2616059331
1274,135349.89733821453
743,31143.277474504925
1737,188139.86325315307
2797,268194.37126640126
2185,66427.32193079396
58,170901.7941579315
830,198297.57626088787
808,120176.55001856622
680,154599.42276796568
1153,114280.14497826478
1291,129936.64937445338
1818,165030.7537209853
2161,179561.61731538185
1883,115051.21613489519
350,361671.5403407895
2473,146115.55723261306
295,183874.18833975607
293,197468.07137127043
859,122790.66478068332
288,56405.767149837804
1578,134970.61837421663
102,181936.6295154493
2831,174356.6567769427
1030,171384.29077421516
2551,144799.7403389852
1286,133009.12826264437
958,308539.1639852852
776,121451.05811074338
72,231516.52211752444
2263,236397.94535184125
1866,153290.64532708933
2876,52270.52690310488
2146,252107.71695020315
103,176606.7254553994
1500,154863.24666872426
492,185478.18701564163
167,142486.8140072196
2597,122081.25390101146
2685,101956.41143946731
1035,143577.81257189045
1220,47204.22146096549
2602,149688.77111992656
2159,215208.39314441607
695,149259.50956006043
1109,278442.67274516274
640,179230.3172082428
1652,146641.56110099997
2090,178858.06384072578
1188,189648.01742660507
2345,234109.04901225326
1059,401300.8024874182
2751,222800.0804741154
128,225053.06712151194
1523,172682.01652112752
2925,178232.66550772477
2145,295812.5122391117
1121,201920.74655448578
566,278184.6454534794
565,238259.72457516447
1331,139616.40968169397
2928,109998.04360697282
156,135967.727788922
797,158624.35077813137
327,93877.27880674278
2859,127366.47465665344
1453,118146.89471327656
1762,345332.1909512973
1868,187325.81691987705
1760,180240.88060823412
1113,234134.8105188106
1812,193739.2416006639
117,159000.2043945019
1142,224720.15691791245
2342,409674.1735860795
927,133048.09541185517
2478,192799.92116578182
655,70330.37031087183
2064,112603.21989784014
369,262754.56145732815
2239,109724.9874566374
2732,207537.89736359942
1653,168254.95412279657
959,191381.2819462657
2395,346404.8679322748
1412,108396.97613411464
271,235235.00575711406
1484,168094.71556789786
1497,167966.2816104721
552,160709.32852712765
2,121249.01691200022
1855,315779.79752508225
4,286052.7884359384
2292,151137.8225109245
134,147957.29319628628
646,108270.59393234362
42,314117.95810700743
532,219739.57513338866
713,96032.49696025994
2561,142897.4920218475
2360,129803.96037871888
1333,130526.61986632543
1407,183184.15483553868
2892,277154.2651149137
574,220945.21116681825
1227,179905.74659656678
2591,217588.2669630657
1476,212395.20799567943
1125,242155.81213190473
1446,119708.44514538217
408,113964.08834570946
1101,286089.7194516818
2251,202422.6462067515
373,198412.17918649907
2554,118590.02989008199
2382,269644.78807440517
1985,73198.35698310213
519,217938.6488857631
1093,194971.7844050538
864,244699.51556579725
2889,150225.39543305055
2308,213207.67213962317
986,159979.10964119414
1302,156134.68535776777
585,158379.67273557078
2708,147282.12117510333
147,140896.76822390177
1441,221495.18543955786
383,173314.87456071118
285,178633.46938895478
181,107887.90785263959
358,215493.96467790488
780,168597.5528523104
258,198455.33006592692
1865,230418.47517879892
692,130969.9589489722
2902,306180.9597322069
508,239528.48794538024
2638,140010.41206720853
36,149829.05076665108
611,165945.54670588116
2281,125097.10571929885
1678,153630.96607381702
1696,474742.55708763027
1557,77364.6275499493
2180,165431.9052030175
1726,237471.16212725927
951,140708.10408912742
267,222752.1572483369
2706,145866.7499409998
2221,232475.8340379156
1357,170513.55345108281
2901,296030.14577018225
347,175347.0094143458
2164,192693.79985733892
1586,291099.1560816843
360,158642.08606526794
1769,253809.89593142775
2617,152854.70888369103
1879,150058.41311582932
991,239246.00590733267
1535,105316.94537235625
1191,154036.09429571175
1579,198955.25397539654
1882,135446.486138155
1510,123327.67024515665
2196,167012.73985907753
1845,180246.83080668506
2336,354288.0624967974
942,84047.97239253871
861,120696.45301109532
2555,98294.003794266
1392,168343.1133977473
2099,249449.76925450677
1543,128757.7217708267
948,271547.3380581476
1239,170418.9469395215
22,170821.22579516747
2796,245426.052112525
2747,186304.6850494787
92,282375.1734333964
210,181371.4976282156
1858,215454.40147692183
2228,174776.87440840117
447,227529.49020044683
827,249871.980454697
1649,213939.63315721133
682,136684.5240560946
2698,106772.42045152487
494,163480.3302183262
214,105888.02372732895
2441,222115.57929355904
2679,101507.25089803388
1336,113938.74536923566
465,186237.21010672048
1524,135569.22022999878
2543,116605.4373356752
631,133605.41062990788
2452,302733.933810586
228,159482.51929443536
126,182028.9527771369
1092,241628.48407551713
1122,194268.88833604634
932,222922.35551058777
1980,79939.9367751994
2171,114712.56129084967
551,153623.32159502912
2768,177534.11394074853
2056,107088.85259628875
1159,344062.503352146
2645,125182.80171761799
1174,179107.20684148182
2266,208259.86436462254
2462,371325.21452347736
1219,142294.9339005597
2922,195467.84731438124
118,147420.35175088784
474,183975.23001721493
2576,157258.21064555788
872,278160.2514338668
1077,233822.58685989308
1536,141263.25646822402
1150,113409.58801000027
2341,306335.382764527
1931,162060.603852718
2785,125724.95120977386
2538,128143.54824127341
597,214613.4981221767
464,214706.12273439238
233,216509.29205705106
2169,130007.28950963102
2123,167263.0777639946
1867,178028.2265329253
137,262845.4062133321
515,229227.7358268633
933,117974.79917265612
2784,157311.082743876
972,186383.82146307916
599,160970.21790004542
2614,124698.09213175936
2582,146040.52528613896
1409,158611.6171393414
175,89529.78254946429
352,237766.64912340153
976,89414.01737764533
2134,188313.4318449058
984,115499.40401969737
2396,358438.22300699947
1673,158931.72805854035
404,139461.86586098044
607,161252.1550763001
814,173376.28739294977
868,193181.5232677321
2271,193791.45755712318
1633,250719.56380035562
337,185323.716170344
2765,174570.68711666195
1746,246702.0209365265
368,302843.013948294
2806,210572.91880281732
1662,195294.1393972522
1234,215494.68490048262
1373,138075.66867967814
1672,111029.28034035847
1939,126303.76240575619
